alert_id,source_system,source_alert_id,alert_name,severity,severity_label,status,customer_name,device_name,host,alert_category,is_duplicate,is_resolution,fingerprint,incident_id,occurred_at,ingested_at,description,quantitative_data,extra_data,bronze_id,host_state,host_country,duplicate_count
1944a00a-d491-45e0-8de1-e834c3d6c308,auvik,81191f800caf44e28587cc1d46c7ad16,Access Point Offline,3,Warning,Triggered,Ambient Enterprises DMG San Luis Obispo,DMG-SLO-AP01,DMG-SLO-AP01,device,False,False,651de93801f398834a0881e58be14a1b987935c66133b40671125366fcfed3a9,,2025-02-14 14:18:38.657243+00:00,2026-03-14 19:55:36.249246+00:00,This network element has gone offline   Ubiquiti U6+,{},"{'alert_url': 'https://auvik.example.com/alert/81191f800caf44e28587cc1d46c7ad16/summary', 'entity_id': '6e6327e7-b468-49a5-8242-235a4e2ec656', 'company_id': '1083819129238950653', 'entity_type': 'device', 'correlation_id': '2a9775bf91e24ab0b4ebd06d820bc48d'}",1134,North Holland,Netherlands,1
38cf77be-13e2-4353-ab1e-b22a43728958,ncentral,396090833,Windows Event Log,1,Failed,Failed,Wedgewood Pharmacy,DC3,10.0.1.24,server,False,False,3e58c998a6f8862fdf0de35a914183ebbd954fc253ee7d2c49754bd92d477bef,,2025-05-03 05:34:50+00:00,2026-03-14 19:55:36.249246+00:00,"Event Log Module Status: 0
Source: NETLOGON
Event ID: 1216
Event Log Type: error
Event Description: Domain controller connectivity issue detected.",{'raw_quantitative_state': 'Event Log Module Status: 0\nSource: NETLOGON\nEvent ID: 1216\nEvent Log Type: error\nEvent Description: Domain controller connectivity issue detected.'},"{'new_state': 'Failed', 'old_state': 'Normal', 'probe_uri': '10.0.1.24', 'task_ident': 'AD (System Log)', 'trigger_id': '396090833', 'service_org': 'DYOPATH', 'ncentral_uri': 'ncod524.n-able.com'}",1135,Nouvelle-Aquitaine,France,1
604532ff-b342-47c9-8035-1911667cd7b1,auvik,c9cb4ed8f77e4da38e5e8766d34e8d4d,Network Element Offline,1,Emergency,Triggered,Hanover Company Azure,JB-CLACKAMAS-FW,JB-CLACKAMAS-FW,device,False,False,28f096c857a1c2cbed341509e19979d020c633d43799f8f502dee4090262438c,,2025-07-28 15:43:05.956046+00:00,2026-03-14 19:55:36.249246+00:00,"This network element has gone offline   Cisco WS-C3560X

SD Tasks
VPN into client
Validate interface status
Begin crisis management if needed",{},"{'alert_url': 'https://auvik.example.com/alert/c9cb4ed8f77e4da38e5e8766d34e8d4d/summary', 'entity_id': 'c619246b-b31d-4b73-af58-6cf5f7faeb38', 'company_id': '748793047432794877', 'entity_type': 'device', 'correlation_id': '954069fdc99848d181a100ec0aeb643a'}",1136,Victoria,Australia,1
bf1766c2-6f3f-464e-8923-a9342b6bee16,meraki,609379514082708769,VPN connectivity changed,3,warning,Triggered,Ambient Enterprises - Johnson Barrow,JB-SEATTLE-FW,JB-SEATTLE-FW,network,False,False,246c351e1185450dd125913f4456ae872b84b26d3fa016a1e8d24399e7785672,,2024-10-20 20:54:26.107771+00:00,2026-03-14 19:55:36.249246+00:00,VPN connectivity changed,{},"{'app_key': '0a0505127ff98963f1ad4a500b0075dd', 'sent_at': '2024-10-20T20:54:47.107771Z', 'device_mac': '0c:7b:c8:cd:34:0a', 'device_url': None, 'network_id': 'L_607985949695032811', 'network_url': None, 'passthrough': {}, 'device_model': 'MX85', 'network_name': ' JB Clackamas', 'alert_type_id': 'vpn_connectivity_change', 'device_serial': 'Q2YN-US2S-2S5N', 'shared_secret': '', 'source_version': '0.1', 'organization_id': '607985949695019864', 'organization_url': None}",1137,Västra Götaland,Sweden,1
1b55e65c-f941-4f40-9b2c-8dbc109f68dc,auvik,c69f08a49fe6405e8caeeccf4e6ca2a5,Network Element Offline,1,Emergency,Triggered,DYOPATH Oakbrook Terrace,DMG-SLO-AP01,DMG-SLO-AP01,device,False,False,897cd6f799e2da1a8a62be4687c33780a06fd3ad31cf7d7b4b8dc417bf9f8222,,2025-05-28 15:40:34.259413+00:00,2026-03-14 19:55:36.249246+00:00,"This network element has gone offline   Cisco WS-C3560X

SD Tasks
VPN into client
Validate interface status
Begin crisis management if needed",{},"{'alert_url': 'https://auvik.example.com/alert/c69f08a49fe6405e8caeeccf4e6ca2a5/summary', 'entity_id': 'f11f3a3f-8c32-4694-8bd6-1861d5488e42', 'company_id': '1167420203531866877', 'entity_type': 'device', 'correlation_id': '8cfb009e4e1442e3a83fa4ccc33c0e0a'}",1138,Karnataka,India,1
42b61ff2-e60b-47ea-a70e-234ab3a4d787,meraki,637932866431311075,Client IP conflict detected,3,warning,Triggered,Ambient Enterprises,MH-BoiseOffice-MX,MH-BoiseOffice-MX,network,False,False,14759c9032ccee17d64d13ae703b0e45b56d850adf1f93ee3a5cc2f2f49e082c,,2025-12-02 21:57:08.409234+00:00,2026-03-14 19:55:36.249246+00:00,Client IP conflict detected,{},"{'app_key': '0a0505127ff98963f1ad4a500b0075dd', 'sent_at': '2025-12-02T21:57:24.409234Z', 'device_mac': '08:f1:b3:77:e2:ec', 'device_url': None, 'network_id': 'L_652458996015307218', 'network_url': None, 'passthrough': {}, 'device_model': 'MX68', 'network_name': ' MH - Boise Main Office', 'alert_type_id': 'ip_conflict', 'device_serial': 'Q2KY-LGTN-PKCD', 'shared_secret': '', 'source_version': '0.1', 'organization_id': '652458996015301466', 'organization_url': None}",1139,Flanders,Belgium,1
355a25bd-509c-4905-aba1-b45ad07e7dba,auvik,527d7ba22f754e25bf00b3a94131d715,Internet Connection is Lost,1,Emergency,Triggered,DYOPATH Oakbrook Terrace,JB-SEATTLE-FW,JB-SEATTLE-FW,service,False,False,109d6778ee6f9debca82071eec648b1bf33540de31fd84dcd77f07677b34509d,,2024-11-02 02:18:57.539230+00:00,2026-03-14 19:55:36.249246+00:00,"The internet connection for this default gateway has been lost

Validate interface status
Contact carrier and verify circuit status
Initiate Crisis management",{},"{'alert_url': 'https://auvik.example.com/alert/527d7ba22f754e25bf00b3a94131d715/summary', 'entity_id': 'ce40435b-5538-4474-a32e-d13964f33717', 'company_id': '1167420203531866877', 'entity_type': 'service', 'correlation_id': 'acbeccdd8976483692242e5f97fff36a'}",1140,Galway,Ireland,1
8c48ccbf-b179-4055-a98e-ff6ff47a8e55,ncentral,887655179,Agent Status,1,Failed,Failed,Ocean Point Terminals (LTB),AmesUtility,10.0.4.6,server,False,False,2800655c17f2c08dfc45fc6d0fccc816bc1426245300dd580ce841a9387c8daf,,2024-08-18 12:05:26+00:00,2026-03-14 19:55:36.249246+00:00,Agent check-in interval: 0.00 sec,{'raw_quantitative_state': 'Agent check-in interval: 0.00 sec'},"{'new_state': 'Failed', 'old_state': 'Normal', 'probe_uri': '10.0.4.6', 'task_ident': '', 'trigger_id': '887655179', 'service_org': 'DYOPATH', 'ncentral_uri': 'ncod524.n-able.com'}",1141,Central Region,Singapore,1
2e34164d-9b18-4806-8200-0af6c1dde635,meraki,613276630140861027,Client IP conflict detected,3,warning,Triggered,Ambient Enterprises - Johnson Barrow,JB-CLACKAMAS-FW,JB-CLACKAMAS-FW,network,False,False,c086a12a301ac172312d1da19e90d5a8baab6df152bd23858291e6fd763b39de,,2024-11-22 03:31:13.818702+00:00,2026-03-14 19:55:36.249246+00:00,Client IP conflict detected,{},"{'app_key': '0a0505127ff98963f1ad4a500b0075dd', 'sent_at': '2024-11-22T03:31:39.818702Z', 'device_mac': '14:9f:43:22:9b:84', 'device_url': None, 'network_id': 'L_607985949695032817', 'network_url': None, 'passthrough': {}, 'device_model': 'MX68', 'network_name': ' JB Seattle', 'alert_type_id': 'ip_conflict', 'device_serial': 'Q2KY-6Z7H-6UUS', 'shared_secret': '', 'source_version': '0.1', 'organization_id': '607985949695019864', 'organization_url': None}",1142,Galway,Ireland,1
045bd33a-debe-439a-9fba-660c4aa96247,auvik,4d6136f87cce490995037a08df0a30e3,Network Element Offline,1,Emergency,Triggered,Hanover Company Azure,DMG-SLO-AP01,DMG-SLO-AP01,device,False,False,25396e9a28330aa58c00fb3e81046e8975b62e1641be3c0659cf21053e3c8699,,2025-06-11 08:23:40.946974+00:00,2026-03-14 19:55:36.249246+00:00,"This network element has gone offline   Cisco WS-C3560X

SD Tasks
VPN into client
Validate interface status
Begin crisis management if needed",{},"{'alert_url': 'https://auvik.example.com/alert/4d6136f87cce490995037a08df0a30e3/summary', 'entity_id': '568cba7e-69fe-4a4c-8a14-a761828489b5', 'company_id': '748793047432794877', 'entity_type': 'device', 'correlation_id': '90c393c80c874235b417566960e1a935'}",1143,Hokkaido,Japan,1
6b55eca5-196d-46f6-bac6-9783e943e4b0,auvik,2dc16c1e8fc749f0b17d01ab78d4794e,VPN remote gateway is Lost,2,Critical,Triggered,Ambient Enterprises DMG San Luis Obispo,DMG-SLO-AP02,DMG-SLO-AP02,service,False,False,e1e4de89ee4d04f20e3583115bbff150a8383be9f8909cb2e39219125b51fe3e,,2025-05-27 07:06:19.086917+00:00,2026-03-14 19:55:36.249246+00:00,"The VPN remote gateway has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",{},"{'alert_url': 'https://auvik.example.com/alert/2dc16c1e8fc749f0b17d01ab78d4794e/summary', 'entity_id': '766dc6ce-1e75-41ca-9716-c67ee7606643', 'company_id': '1083819129238950653', 'entity_type': 'service', 'correlation_id': '216aabe05d18469e8a1c97d7b824b0c7'}",1144,Scotland,United Kingdom,1
20316b79-2fb5-425b-8c51-38f2ca2d5f63,ncentral,629225232,Disk,4,Normal,Normal,Ocean Point Terminals (LTB),LBTAMAG01,10.108.6.90,server,False,False,7ee2d3c6f7e9d7033414f5b581dfa7b45a034e971bb95d8190e540e08b0e998a,,2024-04-13 11:41:03+00:00,2026-03-14 19:55:36.249246+00:00,"Total disk size: 456.23 GB
Disk space used: 83.18 GB
Disk free space: 2.34 GB
Disk Usage: 84.00 %",{'raw_quantitative_state': 'Total disk size: 456.23 GB\nDisk space used: 83.18 GB\nDisk free space: 2.34 GB\nDisk Usage: 84.00 %'},"{'new_state': 'Normal', 'old_state': 'Warning', 'probe_uri': '10.108.6.90', 'task_ident': 'C:', 'trigger_id': '629225232', 'service_org': 'DYOPATH', 'ncentral_uri': 'ncod524.n-able.com'}",1145,São Paulo,Brazil,1
82c3a885-88b2-42e5-b829-5f3e9be4676d,meraki,688820015808409867,Rogue AP detected,3,warning,Triggered,Ambient Enterprises - Johnson Barrow,JB-SEATTLE-FW,JB-SEATTLE-FW,network,False,False,8394ea035e6ee656248697c7294ab0adf17ad330cdc26e4e81681f9ff63ba52e,,2024-07-08 21:34:08.363042+00:00,2026-03-14 19:55:36.249246+00:00,Rogue AP detected,{},"{'app_key': '0a0505127ff98963f1ad4a500b0075dd', 'sent_at': '2024-07-08T21:34:30.363042Z', 'device_mac': '0c:7b:c8:cd:34:0a', 'device_url': None, 'network_id': 'L_607985949695032817', 'network_url': None, 'passthrough': {}, 'device_model': 'MX85', 'network_name': ' JB Seattle', 'alert_type_id': 'rogue_ap', 'device_serial': 'Q2YN-US2S-2S5N', 'shared_secret': '', 'source_version': '0.1', 'organization_id': '607985949695019864', 'organization_url': None}",1146,Bavaria,Germany,1
dc5db0cf-e632-48b8-a97a-a20f6f8ea210,auvik,6a59913b7c0c451fbf94f60e283bcd32,Internet Connection is Lost,1,Emergency,Triggered,Hanover Company Azure,DMG-SLO-AP01,DMG-SLO-AP01,service,False,False,66447f767205fff60bf8b60672674ad6a1cfc717c18bafa745347a9f9492cc0f,,2024-12-31 13:47:32.511108+00:00,2026-03-14 19:55:36.249246+00:00,"The internet connection for this default gateway has been lost

Validate interface status
Contact carrier and verify circuit status
Initiate Crisis management",{},"{'alert_url': 'https://auvik.example.com/alert/6a59913b7c0c451fbf94f60e283bcd32/summary', 'entity_id': '426d551d-fe34-4cef-972d-85155a94ebbd', 'company_id': '748793047432794877', 'entity_type': 'service', 'correlation_id': '459dd6e17ec54d57827c73078f17cfc0'}",1147,Southern Denmark,Denmark,1
583b1d9c-f7fb-4ddd-bc5c-1e6fe1af0fc1,meraki,659718334980634940,Uplink status changed,2,critical,Triggered,Ambient Enterprises - Johnson Barrow,MH-BoiseOffice-MX,MH-BoiseOffice-MX,network,False,False,9564e1c90f464d380b0e7721e2fe8582ba9026cdae2d7683f9457d6bdef45228,,2024-10-17 15:58:35.649065+00:00,2026-03-14 19:55:36.249246+00:00,Uplink status changed,{},"{'app_key': '0a0505127ff98963f1ad4a500b0075dd', 'sent_at': '2024-10-17T15:58:53.649065Z', 'device_mac': '08:f1:b3:77:e2:ec', 'device_url': None, 'network_id': 'L_607985949695032817', 'network_url': None, 'passthrough': {}, 'device_model': 'MX68', 'network_name': ' JB Seattle', 'alert_type_id': 'uplink_status_change', 'device_serial': 'Q2KY-LGTN-PKCD', 'shared_secret': '', 'source_version': '0.1', 'organization_id': '607985949695019864', 'organization_url': None}",1148,Seoul,South Korea,1
6e5e3504-7208-4d1b-a31e-317670043fa7,ncentral,895416701,Windows Event Log,1,Failed,Failed,Wyffels,GlacierVmProd2,10.10.6.6,server,False,False,df17e983ecae1681f7e5a928c5ee36daaa7ba838f0c11e94e55ac839fc93614d,,2026-02-01 18:07:19+00:00,2026-03-14 19:55:36.249246+00:00,"Event Log Module Status: 0
Source: NETLOGON
Event ID: 5781
Event Log Type: error
Event Description: Domain controller connectivity issue detected.",{'raw_quantitative_state': 'Event Log Module Status: 0\nSource: NETLOGON\nEvent ID: 5781\nEvent Log Type: error\nEvent Description: Domain controller connectivity issue detected.'},"{'new_state': 'Failed', 'old_state': 'Normal', 'probe_uri': '10.10.6.6', 'task_ident': 'AD (System Log)', 'trigger_id': '895416701', 'service_org': 'DYOPATH', 'ncentral_uri': 'ncod524.n-able.com'}",1149,Campania,Italy,1
59687b61-7977-4fa9-bdf6-6144f3816019,auvik,6f54f1ed83bc427b9f465cac7849dd5e,VPN remote gateway is Lost,2,Critical,Triggered,HVP SLHV Data Center,dyo-sch-fw01a,dyo-sch-fw01a,service,False,False,d016b7273579d669a336061b6fd76b18c4fdb518ed4502ce3fe03cc12b02a36e,,2025-03-23 09:40:15.937193+00:00,2026-03-14 19:55:36.249246+00:00,"The VPN remote gateway has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",{},"{'alert_url': 'https://auvik.example.com/alert/6f54f1ed83bc427b9f465cac7849dd5e/summary', 'entity_id': 'f3ac2cda-3f45-4030-8cc0-74d81a517383', 'company_id': '1139449271987278589', 'entity_type': 'service', 'correlation_id': 'f07c7c67d18c447983700ae87366118c'}",1150,Karnataka,India,1
178b37d5-9b3e-495e-ae23-0d1d7b4cee0c,ncentral,332521288,Agent Status,1,Failed,Failed,Wedgewood Pharmacy,NJ-EX01,192.168.1.85,server,False,False,834fb8b788e6826b98ba28ec7a9fcefe99de14e10d6ff5c81c15dc254f7f4ad4,,2025-04-19 12:28:12+00:00,2026-03-14 19:55:36.249246+00:00,Agent check-in interval: 0.00 sec,{'raw_quantitative_state': 'Agent check-in interval: 0.00 sec'},"{'new_state': 'Failed', 'old_state': 'Normal', 'probe_uri': '192.168.1.85', 'task_ident': '', 'trigger_id': '332521288', 'service_org': 'DYOPATH', 'ncentral_uri': 'ncod524.n-able.com'}",1151,Capital Region,Denmark,1
90629754-4142-4f24-9194-9b218808342a,auvik,4cf18745955144a3a22b1969b0bb33b7,VPN remote gateway is Lost,2,Critical,Triggered,HVP SLHV Data Center,DMG-SLO-AP02,DMG-SLO-AP02,service,False,False,99498b3406d2aa71da61a92ed04eab36b58b315c3d101a3f4f06fa9f246d1c66,,2025-03-18 09:36:33.207257+00:00,2026-03-14 19:55:36.249246+00:00,"The VPN remote gateway has been lost

Begin Crisis Management
Warm Hand-off to IS - Networking team",{},"{'alert_url': 'https://auvik.example.com/alert/4cf18745955144a3a22b1969b0bb33b7/summary', 'entity_id': '73e2f75f-0c80-46e2-bc5a-7148d1d1439a', 'company_id': '1139449271987278589', 'entity_type': 'service', 'correlation_id': '0952a144869b4428a7539cc149872ea6'}",1152,Wales,United Kingdom,1
ba0f88be-2afe-40d4-a9ad-d258e8052373,ncentral,905671949,Agent Status,1,Failed,Failed,Ambient Enterprises > Ambient Enterprises HCN (HAR),NJ-EX01,192.168.1.85,server,False,False,3edcebaed6c1bd8833bf63687c24aec0eb156e714e411d8e553842c37e535f43,,2024-05-12 08:44:47+00:00,2026-03-14 19:59:39.080683+00:00,Agent check-in interval: 0.00 sec,{'raw_quantitative_state': 'Agent check-in interval: 0.00 sec'},"{'new_state': 'Failed', 'old_state': 'Normal', 'probe_uri': '192.168.1.85', 'task_ident': '', 'trigger_id': '905671949', 'service_org': 'DYOPATH', 'ncentral_uri': 'ncod524.n-able.com'}",658,Cork,Ireland,1
3182f2fc-99bc-4510-8eaf-f8a56f2a4541,ncentral,583813485,Agent Status,1,Failed,Failed,Wyffels,AmesUtility,10.0.4.6,server,False,False,e3f7202b67d1eae27f24eaeffd364b90e09204f325160ff843ddcbb24e7f3eb0,,2025-07-21 17:21:49+00:00,2026-03-14 19:59:39.080683+00:00,Agent check-in interval: 0.00 sec,{'raw_quantitative_state': 'Agent check-in interval: 0.00 sec'},"{'new_state': 'Failed', 'old_state': 'Normal', 'probe_uri': '10.0.4.6', 'task_ident': '', 'trigger_id': '583813485', 'service_org': 'DYOPATH', 'ncentral_uri': 'ncod524.n-able.com'}",570,Haifa,Israel,1
26d89e69-60dd-454b-949f-17aa4c4c1080,ncentral,730413981,Disk,1,Failed,Failed,Signorelli Company,LBTAMAG01,10.108.6.90,server,False,False,cd20680d1a64ef9264250126afdd34771398afbe6d7f70419934f7cbc22154ce,,2025-06-08 01:07:01+00:00,2026-03-14 19:59:39.080683+00:00,"Total disk size: 362.40 GB
Disk space used: 129.51 GB
Disk free space: 16.60 GB
Disk Usage: 84.00 %",{'raw_quantitative_state': 'Total disk size: 362.40 GB\nDisk space used: 129.51 GB\nDisk free space: 16.60 GB\nDisk Usage: 84.00 %'},"{'new_state': 'Failed', 'old_state': 'Normal', 'probe_uri': '10.108.6.90', 'task_ident': 'C:', 'trigger_id': '730413981', 'service_org': 'DYOPATH', 'ncentral_uri': 'ncod524.n-able.com'}",1095,Jalisco,Mexico,1
